n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
936,11,320,475,536,728,928,904,477,665,181,181.32,42.31,42.839999999999975
835,96,17,412,965,221,746,582,620,395,927,164.55,38.88,38.71999999999999
220,905,995,102,399,835,571,785,820,204,280,166.65,28.7,30.359999999999992
762,943,600,594,196,501,823,626,141,8,627,190.61,39.11,40.72
694,444,493,259,525,579,177,478,729,209,995,163.38,36.79,37.55999999999998
989,778,74,358,3,927,497,545,857,685,674,186.13,63.79,65.80000000000005
67,772,605,496,947,690,944,342,470,273,898,149.37,26.9,26.28
514,471,28,81,628,772,355,177,777,768,961,174.46,41.02,44.79999999999998
803,414,261,691,640,806,853,884,736,138,55,163.21,32.89,34.87999999999999
166,511,390,475,691,301,159,10,289,570,478,180.79,42.51,43.95999999999998
990,1,375,34,550,870,391,577,453,209,891,165.05,34.91,35.639999999999986
692,315,510,664,136,495,706,551,728,936,309,170.54,26.93,26.880000000000003
78,264,844,320,311,341,661,971,814,319,669,177.84,30.8,31.839999999999996
658,402,530,860,942,95,520,648,215,400,610,187.28,38.21,39.31999999999999
543,868,871,153,817,516,643,91,315,41,238,180.26,39.36,42.879999999999974
972,468,574,237,535,284,62,980,114,114,691,176.7,31.05,37.12
838,806,388,877,373,218,326,364,79,342,468,170.47,34.85,37.44
371,170,509,452,890,298,472,916,137,943,735,177.53,30.99,31.000000000000004
452,654,221,951,279,334,162,101,909,243,480,177.73,32.75,33.07999999999999
194,770,694,866,382,189,364,143,814,138,238,158.63,29.14,28.560000000000002
275,827,563,648,387,409,827,843,767,350,287,155.36,22.81,26.200000000000006
899,737,948,609,514,594,706,749,971,328,760,164.1,32.69,32.83999999999998
409,769,730,890,721,958,647,771,992,733,298,148.57,23.17,23.4
544,637,652,686,74,376,315,404,495,178,264,182.12,38.75,40.199999999999974
980,922,362,451,488,89,915,945,190,322,983,154.02,30.71,32.079999999999984
388,130,991,28,106,359,171,367,78,939,899,168.45,39.24,39.759999999999984
904,749,779,667,446,8,555,328,242,844,853,184.41,38.49,38.480000000000004
608,399,554,291,480,653,922,154,368,323,206,173.05,35.21,36.19999999999998
948,510,97,994,145,802,209,339,257,144,430,178.25,36.41,35.239999999999995
369,256,91,350,192,252,724,245,745,625,47,181.74,35.68,38.36
344,962,381,663,786,626,63,882,147,181,871,178.64,32.0,33.88
64,440,454,797,278,135,328,535,590,865,119,179.59,35.51,34.76
346,663,786,727,625,980,404,233,55,401,784,159.45,28.93,29.079999999999995
485,501,634,892,324,557,857,636,611,92,602,171.23,30.48,33.07999999999999
522,551,680,507,410,860,708,465,173,421,395,143.83,31.43,31.32
537,463,47,899,110,462,605,131,121,959,943,176.31,38.07,40.23999999999999
696,512,937,179,79,402,313,468,817,724,9,190.03,50.27,51.36
259,108,684,359,225,177,25,150,437,685,94,190.91,41.83,40.88
344,994,839,664,476,50,878,920,486,247,66,167.27,27.6,28.0
493,142,572,31,141,712,514,555,61,49,204,182.72,42.68,44.16
559,940,6,841,833,535,345,698,541,896,244,175.66,43.26,43.76
143,380,503,1,134,553,119,252,110,477,216,185.01,38.33,38.91999999999998
817,54,630,220,641,388,344,637,663,879,403,179.95,38.03,36.160000000000004
925,957,734,537,519,799,938,691,166,523,107,153.53,32.0,29.879999999999992
