n0,n1,n2,n3,n4,n5,n6,monte_carlo,monte_carlo_max_hop,two_hop
310,802,125,918,795,158,962,140.84,18.2,19.76
733,658,676,374,146,259,904,126.41,20.44,20.23999999999999
140,990,478,224,764,975,96,119.96,21.58,22.399999999999995
407,906,498,166,683,852,229,141.66,20.42,20.880000000000003
165,723,441,527,413,347,431,126.56,19.77,19.879999999999995
200,365,326,94,739,374,19,147.46,29.25,28.319999999999997
346,567,469,451,720,18,393,162.64,28.71,31.199999999999985
339,529,638,302,524,983,65,150.53,19.42,20.0
115,940,807,234,995,897,107,134.8,17.27,17.400000000000002
86,271,278,40,927,797,185,135.19,18.21,18.080000000000005
276,773,132,839,432,869,933,115.73,19.85,19.559999999999995
692,838,968,264,415,152,549,150.04,18.23,18.16
941,527,584,506,717,334,91,135.06,18.65,18.960000000000004
285,58,818,704,187,435,916,126.16,20.48,20.999999999999993
74,275,960,17,649,90,820,160.52,31.55,32.03999999999999
266,85,622,876,227,68,270,132.06,18.5,18.6
883,124,464,11,347,566,427,151.15,30.05,29.759999999999994
