n0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,monte_carlo,monte_carlo_max_hop,two_hop
224,49,943,73,781,523,660,898,377,163,523,175.75,34.22,37.55999999999999
784,811,904,208,319,305,709,306,869,565,380,160.55,28.7,28.4
169,718,718,754,475,608,87,876,126,918,620,159.96,28.48,30.319999999999993
983,526,584,386,180,159,256,436,222,964,583,165.54,32.12,31.68
736,775,801,53,506,697,403,734,652,356,393,183.33,37.19,37.68000000000001
527,865,168,557,747,41,536,92,827,261,643,166.18,38.75,41.559999999999974
103,273,754,934,85,982,998,142,992,794,631,155.8,29.95,29.159999999999997
862,990,675,703,717,83,455,871,946,246,994,134.73,24.29,25.4
871,391,962,821,925,443,406,168,931,333,448,158.07,32.26,31.999999999999993
129,637,930,499,982,217,122,441,615,546,418,157.25,31.47,33.63999999999998
931,120,676,302,284,254,387,767,572,4,982,189.73,47.34,49.51999999999999
194,541,449,592,21,31,642,996,620,248,855,182.54,37.0,38.760000000000005
266,211,177,291,151,555,205,279,318,599,775,181.55,37.03,39.51999999999998
256,852,699,457,810,881,828,875,996,172,558,168.77,29.54,31.19999999999999
365,502,430,876,124,787,213,584,900,392,209,181.59,33.93,34.48
290,830,110,925,826,24,120,582,765,13,558,184.82,38.16,39.32000000000001
303,988,690,779,741,996,664,139,76,512,382,151.67,24.0,24.560000000000002
586,824,318,447,515,693,365,776,541,331,0,194.97,52.0,55.03999999999998
126,452,735,460,358,312,552,408,347,801,748,185.23,35.49,38.599999999999994
699,585,504,115,663,939,386,391,208,570,3,193.01,66.73,69.72000000000006
284,650,612,739,902,756,849,745,523,203,945,150.45,27.2,27.879999999999992
472,615,854,529,418,959,762,729,312,719,174,163.33,28.64,31.279999999999987
460,634,684,543,202,368,538,3,694,398,593,195.85,70.47,70.60000000000005
436,993,414,344,881,636,598,997,751,716,919,161.27,27.4,26.400000000000006
990,766,69,504,763,253,655,990,664,297,644,169.29,32.11,33.99999999999999
21,416,738,644,159,648,797,959,406,801,276,189.33,40.32,41.759999999999984
866,182,785,75,834,794,619,10,357,934,270,185.68,39.8,39.8
817,725,421,894,701,557,310,155,473,852,265,165.89,30.9,31.84
